Player		 Dealer	 Stand	 Hit	 Double	 Split	
6 9 		5	-0.1935	-0.3876	 None 	 None 	
6 9 		6	-0.1389	-0.3669	 None 	 None 	
6 9 		7	-0.4551	-0.3558	 None 	 None 	
6 9 		8	-0.5236	-0.4173	 None 	 None 	
6 9 		9	-0.5470	-0.4374	 None 	 None 	
6 9 		10	-0.6142	-0.5296	 None 	 None 	
6 9 		A	-0.7480	-0.6313	 None 	 None 	
6 10 		2	-0.3111	-0.4974	 None 	 None 	
6 10 		3	-0.2217	-0.4743	 None 	 None 	
6 10 		4	-0.2133	-0.4209	 None 	 None 	
6 10 		5	-0.1617	-0.4587	 None 	 None 	
6 10 		6	-0.1605	-0.4077	 None 	 None 	
6 10 		7	-0.4773	-0.4164	 None 	 None 	
6 10 		8	-0.5068	-0.4533	 None 	 None 	
6 10 		9	-0.5566	-0.5263	 None 	 None 	
